image,latency_ms,cpu_percent,memory_mb
00032_jpg.rf.9502a406bf40221f8d7d046d4ffdd9be.jpg,489.1730499999767,187.2,334.0859375
00198_jpg.rf.e35d154952f5b383394f457f3dd64f32.jpg,397.8010719999929,188.3,337.6171875
00325_jpg.rf.7d8f8bfb0737dafd50db350304c1e300.jpg,400.74917000004007,184.4,338.37890625
00335_jpg.rf.94c8b2b11d5561fe68865936b0ef9b4a.jpg,394.9453820000599,184.6,338.25390625
00355_jpg.rf.5d7715a4cf4385df99d5fcbc37354be0.jpg,399.97458900006677,184.8,338.26953125
00398_jpg.rf.291c458f6c71045d2c710fb6e2a00633.jpg,394.1969870001003,184.9,338.35546875
00427_jpg.rf.596330cf7430c2cbe2d3d23bbe429c73.jpg,393.2629600000155,182.9,338.33984375
00521_jpg.rf.18c98d855e582754e58e78eda1228c63.jpg,394.2095039999458,184.9,338.32421875
00535_jpg.rf.dffcf48008795f88d2b4831504c73b48.jpg,399.9835690000282,187.3,338.2734375
00549_jpg.rf.10d5576eaa5f68d9b4ee9708abd1d40e.jpg,400.9685949999948,184.3,338.26953125
00552_jpg.rf.83923460fdc61d4e6b3772ef19fa8f05.jpg,400.23081100002855,182.2,338.34375
00698_jpg.rf.5ccf6ef8157bf0dcf6dc4ab4b9214cca.jpg,400.6945359999463,179.5,338.30078125
00789_jpg.rf.7c32c08a0e3ac50c9d8928c3453d2ad7.jpg,395.0781400000096,187.1,338.28515625
00798_jpg.rf.a37ad3bc8f89a660f1a90f69df1e9175.jpg,398.3098679999557,185.6,338.328125
00825_jpg.rf.b0edc6607038962bf25680b40b9ebe46.jpg,394.2132429999674,182.4,338.25
00917_jpg.rf.404ec0102e31375af2edfc20cbe9535c.jpg,396.3370370000803,186.5,338.3125
00930_jpg.rf.bec8cec0ddef7c1d13798ed90d2d6569.jpg,398.13610599992444,183.1,338.21875
00943_jpg.rf.86118f6f4198acae8b80e923effb444e.jpg,397.65423200003625,185.9,338.328125
00944_jpg.rf.be263183f511341f3b40946fe40d6dd3.jpg,396.5738340000371,186.4,338.3828125
00954_jpg.rf.d5582979d39b91974cf03ce535136410.jpg,399.2770959999916,187.6,338.14453125
00979_jpg.rf.523bfeebae56ea498dfc54627c19db7e.jpg,395.57027000000744,184.3,338.3828125
01013_jpg.rf.5df56ab9aaf4e9e70748dd5a0212c695.jpg,397.5297109999474,183.4,338.35546875
01060_jpg.rf.88d93269d988c8cd6f35c7fe0f3000dd.jpg,396.97768799999267,186.2,338.38671875
01077_jpg.rf.7c80e8de81f9e99f0f5dc8c2ddd2f473.jpg,395.5383239999719,184.3,338.25390625
01271_jpg.rf.058eacdf59fb5cc77becba706bd0606e.jpg,398.8964989999886,185.3,338.28125
01276_jpg.rf.b367bea6e277ea6fab470edbb460ae9c.jpg,401.3215919999311,184.2,338.2734375
01318_jpg.rf.4ab60b65a1bad7a7a5c4369c14abf64a.jpg,398.28154899998935,183.1,338.296875
01392_jpg.rf.89ec58f82927f46dee393839d7000809.jpg,396.8722399999933,186.2,338.3359375
01669_jpg.rf.0ab7c80449429f55d68067f2195e5757.jpg,395.4790810000759,186.9,338.3203125
01681_jpg.rf.d5ba6675232d36fbc12df8efc0e60674.jpg,391.92212599994036,188.6,338.30859375
01697_jpg.rf.624e8ac6205d444bc176645eee8764e8.jpg,389.7798310000553,184.5,335.859375
01820_jpg.rf.7b73662ec80d7acb0143a2a28072d310.jpg,397.62882000002264,185.8,338.37109375
01866_jpg.rf.470b611e5de8f3d067677f42361da7f2.jpg,399.8265589999619,182.3,338.2109375
01872_jpg.rf.cdcf682dbb80092c316c8f7165d903ae.jpg,400.7505659999424,186.9,338.1953125
01901_jpg.rf.4cdf587b593df3b82375adf553269b74.jpg,398.67456799993306,185.4,338.3046875
01965_jpg.rf.78fadc8df6835d2353ec6a7903e13a20.jpg,401.64496199997757,184.0,338.28515625
02054_jpg.rf.5b7af2cfd57494d912604fc7d4843617.jpg,400.45450800005256,187.0,338.14453125
02085_jpg.rf.11cf6315c048570948578731fcdc8d3b.jpg,396.7123840000113,183.8,338.296875
02115_jpg.rf.f2856008a83c1b324b0291ed795860bc.jpg,397.76411500008635,185.8,338.4375
10080_jpg.rf.662c5b41f757db36238b0c77013545a1.jpg,345.17617400001654,182.2,340.5703125
11520_jpg.rf.6a4cf139c1b831671b470d7881fcf5fd.jpg,329.7405500001105,184.7,345.84375
12960_jpg.rf.0ceadd4950495c05923f5ad71f1b8405.jpg,322.6773820000517,182.5,345.8515625
1440_jpg.rf.24d49af21de6383c14c3ee42fad26e50.jpg,330.2952770000047,181.4,345.8515625
1_PNG.rf.3a9b9c430f62f9e9e3cf024a91a3c075.jpg,316.45644299999276,189.3,354.0859375
1_png.rf.1429b4b41fd61644927579cbcaa8e38a.jpg,433.1905270000789,182.2,357.984375
1_png.rf.d559cbe10def9f11933aec70bdae3b71.jpg,395.79570799992325,184.2,359.3984375
20181209153244734_jpg.rf.46a360a258ffcd8ffc6354cfc50a4882.jpg,370.0284089999286,186.2,361.3984375
236809591-jpg-gallery_jpg.rf.384a7509bb06c8c519dfe8d8ae792c10.jpg,387.5993080000626,190.7,362.10546875
24480_jpg.rf.f749f0a4b95d89de626cb1648299d5f3.jpg,318.70947799995974,187.9,362.10546875
25920_jpg.rf.39f0f971ee72cccee9a4b81e43f3d334.jpg,324.5308960000557,184.6,360.171875
