image,latency_ms,cpu_percent,memory_mb
00032_jpg.rf.9502a406bf40221f8d7d046d4ffdd9be.jpg,305.65999700002067,344.0,334.20703125
00198_jpg.rf.e35d154952f5b383394f457f3dd64f32.jpg,318.7162280000848,353.8,356.71484375
00325_jpg.rf.7d8f8bfb0737dafd50db350304c1e300.jpg,315.8672249999199,353.9,356.671875
00335_jpg.rf.94c8b2b11d5561fe68865936b0ef9b4a.jpg,332.6812059999611,345.1,356.640625
00355_jpg.rf.5d7715a4cf4385df99d5fcbc37354be0.jpg,302.82147499997336,346.1,356.66796875
00398_jpg.rf.291c458f6c71045d2c710fb6e2a00633.jpg,316.8633239999963,343.4,356.66796875
00427_jpg.rf.596330cf7430c2cbe2d3d23bbe429c73.jpg,317.16204899998957,352.5,356.66796875
00521_jpg.rf.18c98d855e582754e58e78eda1228c63.jpg,303.2714409998789,358.7,356.66796875
00535_jpg.rf.dffcf48008795f88d2b4831504c73b48.jpg,305.3831429999718,362.7,356.66796875
00549_jpg.rf.10d5576eaa5f68d9b4ee9708abd1d40e.jpg,303.85374200000115,347.9,356.66796875
00552_jpg.rf.83923460fdc61d4e6b3772ef19fa8f05.jpg,303.727925999965,361.4,356.66796875
00698_jpg.rf.5ccf6ef8157bf0dcf6dc4ab4b9214cca.jpg,306.60870799988516,354.8,356.66796875
00789_jpg.rf.7c32c08a0e3ac50c9d8928c3453d2ad7.jpg,303.0968099999427,362.2,356.66796875
00798_jpg.rf.a37ad3bc8f89a660f1a90f69df1e9175.jpg,307.4338070000522,360.3,356.66796875
00825_jpg.rf.b0edc6607038962bf25680b40b9ebe46.jpg,309.1539310000826,355.2,356.66796875
00917_jpg.rf.404ec0102e31375af2edfc20cbe9535c.jpg,320.2322390000063,333.7,356.625
00930_jpg.rf.bec8cec0ddef7c1d13798ed90d2d6569.jpg,315.7621670000026,350.5,356.625
00943_jpg.rf.86118f6f4198acae8b80e923effb444e.jpg,314.4476200000099,343.1,356.625
00944_jpg.rf.be263183f511341f3b40946fe40d6dd3.jpg,304.28611499996805,354.2,356.625
00954_jpg.rf.d5582979d39b91974cf03ce535136410.jpg,319.78901399997994,346.5,356.625
00979_jpg.rf.523bfeebae56ea498dfc54627c19db7e.jpg,307.17293499992593,350.9,356.625
01013_jpg.rf.5df56ab9aaf4e9e70748dd5a0212c695.jpg,308.0564599999889,353.1,356.625
01060_jpg.rf.88d93269d988c8cd6f35c7fe0f3000dd.jpg,321.6390649999994,360.0,356.62890625
